"reportDate","gameDate","gameTime","gameMatchup","teamName","playerName","playerStatus","playerReason"
"2021-11-07","2021-11-07","03:30 (ET)","BKN@TOR","Brooklyn Nets","Claxton, Nic","Out","Injury/Illness - N/a; Illness (non-covid)"
"2021-11-07","2021-11-07","03:30 (ET)","BKN@TOR","Brooklyn Nets","Duke Jr., David","Out","G League - Two-Way"
"2021-11-07","2021-11-07","03:30 (ET)","BKN@TOR","Brooklyn Nets","Edwards, Kessler","Out","G League - Two-Way"
"2021-11-07","2021-11-07","03:30 (ET)","BKN@TOR","Brooklyn Nets","Irving, Kyrie","Out","Not With Team"
"2021-11-07","2021-11-07","03:30 (ET)","BKN@TOR","Brooklyn Nets","Johnson, James","Out","Injury/Illness - Left Knee; Soreness"
"2021-11-07","2021-11-07","03:30 (ET)","BKN@TOR","Brooklyn Nets","Sharpe, Day'Ron","Out","G League - On Assignment"
"2021-11-07","2021-11-07","03:30 (ET)","BKN@TOR","Brooklyn Nets","Thomas, Cam","Out","G League - On Assignment"
"2021-11-07","2021-11-07","03:30 (ET)","BKN@TOR","Toronto Raptors","Birch, Khem","Out","Injury/Illness - Right Knee; Swelling"
"2021-11-07","2021-11-07","03:30 (ET)","BKN@TOR","Toronto Raptors","Siakam, Pascal","Available","Injury/Illness - Left Shoulder; Injury recovery"
"2021-11-07","2021-11-07","03:30 (ET)","BKN@TOR","Toronto Raptors","Watanabe, Yuta","Out","Injury/Illness - Left Calf; Strain"
"2021-11-07","2021-11-07","06:00 (ET)","CLE@NYK","Cleveland Cavaliers","Love, Kevin","Out","Health and Safety Protocols"
"2021-11-07","2021-11-07","06:00 (ET)","CLE@NYK","Cleveland Cavaliers","Markkanen, Lauri","Out","Health and Safety Protocols"
"2021-11-07","2021-11-07","06:00 (ET)","CLE@NYK","Cleveland Cavaliers","Nembhard Jr., RJ","Out","G League - Two-Way"
"2021-11-07","2021-11-07","06:00 (ET)","CLE@NYK","Cleveland Cavaliers","Okoro, Isaac","Out","Injury/Illness - Left Hamstring; Strain"
"2021-11-07","2021-11-07","06:00 (ET)","CLE@NYK","New York Knicks","Samanic, Luka","Out","G League - Two-Way"
"2021-11-07","2021-11-07","06:00 (ET)","CLE@NYK","New York Knicks","Walker, Kemba","Out","Rest"
"2021-11-07","2021-11-07","06:00 (ET)","IND@SAC","Indiana Pacers","Brogdon, Malcolm","Out","Injury/Illness - Not Available; Non-COVID Illness"
"2021-11-07","2021-11-07","06:00 (ET)","IND@SAC","Indiana Pacers","Jackson, Isaiah","Out","Injury/Illness - Left Knee; Hyperextension"
"2021-11-07","2021-11-07","06:00 (ET)","IND@SAC","Indiana Pacers","Jarreau, DeJon","Out","G League - Two-Way"
"2021-11-07","2021-11-07","06:00 (ET)","IND@SAC","Indiana Pacers","Lamb, Jeremy","Available","Injury/Illness - Left Ankle; Sprain"
"2021-11-07","2021-11-07","06:00 (ET)","IND@SAC","Indiana Pacers","Warren, T.J.","Out","Injury/Illness - Left Navicular; Fracture"
"2021-11-07","2021-11-07","06:00 (ET)","IND@SAC","Indiana Pacers","Washington Jr., Duane","Out","G League - Two-Way"
"2021-11-07","2021-11-07","06:00 (ET)","IND@SAC","Sacramento Kings","King, Louis","Out","G League - Two-Way"
"2021-11-07","2021-11-07","06:00 (ET)","IND@SAC","Sacramento Kings","Queta, Neemias","Available","-"
"2021-11-07","2021-11-07","06:00 (ET)","IND@SAC","Sacramento Kings","Ramsey, Jahmi'us","Available","-"
"2021-11-07","2021-11-07","06:00 (ET)","IND@SAC","Sacramento Kings","Woodard II, Robert","Out","Injury/Illness - Left Hamstring; Tightness"
"2021-11-07","2021-11-07","06:00 (ET)","MIL@WAS","Milwaukee Bucks","Allen, Grayson","Available","Injury/Illness - Body; Illness"
"2021-11-07","2021-11-07","06:00 (ET)","MIL@WAS","Milwaukee Bucks","DiVincenzo, Donte","Out","Injury/Illness - Left Ankle; Injury recovery"
"2021-11-07","2021-11-07","06:00 (ET)","MIL@WAS","Milwaukee Bucks","Lopez, Brook","Out","Injury/Illness - Back; Soreness"
"2021-11-07","2021-11-07","06:00 (ET)","MIL@WAS","Milwaukee Bucks","Middleton, Khris","Out","Health and Safety Protocols"
"2021-11-07","2021-11-07","06:00 (ET)","MIL@WAS","Washington Wizards","Ayayi, Joel","Available","G League - Two-Way"
"2021-11-07","2021-11-07","06:00 (ET)","MIL@WAS","Washington Wizards","Bertans, Davis","Out","Injury/Illness - Left Ankle; Left ankle sprain"
"2021-11-07","2021-11-07","06:00 (ET)","MIL@WAS","Washington Wizards","Bryant, Thomas","Out","Injury/Illness - Left Knee; Left ACL injury recovery"
"2021-11-07","2021-11-07","06:00 (ET)","MIL@WAS","Washington Wizards","Gill, Anthony","Available","Injury/Illness - Right Calf; Right calf strain"
"2021-11-07","2021-11-07","06:00 (ET)","MIL@WAS","Washington Wizards","Hachimura, Rui","Out","Not With Team"
"2021-11-07","2021-11-07","06:00 (ET)","MIL@WAS","Washington Wizards","Todd, Isaiah","Available","G League - On Assignment"
"2021-11-07","2021-11-07","06:00 (ET)","MIL@WAS","Washington Wizards","Winston, Cassius","Out","Injury/Illness - Left Hamstring; Left Hamstring strain"
"2021-11-07","2021-11-07","06:00 (ET)","UTA@ORL","Orlando Magic","Anthony, Cole","Available","Injury/Illness - Left Ankle; Sprain"
"2021-11-07","2021-11-07","06:00 (ET)","UTA@ORL","Orlando Magic","Brazdeikis, Ignas","Available","Injury/Illness - Left Ankle; Sprain"
"2021-11-07","2021-11-07","06:00 (ET)","UTA@ORL","Orlando Magic","Carter-Williams, Michael","Out","Injury/Illness - Left Ankle; Injury recovery"
"2021-11-07","2021-11-07","06:00 (ET)","UTA@ORL","Orlando Magic","Fultz, Markelle","Out","Injury/Illness - Left Knee; Injury recovery"
"2021-11-07","2021-11-07","06:00 (ET)","UTA@ORL","Orlando Magic","Isaac, Jonathan","Out","Injury/Illness - Left Knee; Injury recovery"
"2021-11-07","2021-11-07","06:00 (ET)","UTA@ORL","Orlando Magic","Moore, E'Twaun","Out","Injury/Illness - Left Knee; Sprain"
"2021-11-07","2021-11-07","06:00 (ET)","UTA@ORL","Utah Jazz","Azubuike, Udoka","Out","G League - On Assignment"
"2021-11-07","2021-11-07","06:00 (ET)","UTA@ORL","Utah Jazz","Conley, Mike","Out","Injury/Illness - Right Knee; Injury maintenance"
