"reportDate","gameDate","gameTime","gameMatchup","teamName","playerName","playerStatus","playerReason"
"2021-11-16","2021-11-16","07:30 (ET)","GSW@BKN","Brooklyn Nets","Claxton, Nic","Out","Injury/Illness - N/a; Illness (non-Covid)"
"2021-11-16","2021-11-16","07:30 (ET)","GSW@BKN","Brooklyn Nets","Duke Jr., David","Out","G League - Two-Way"
"2021-11-16","2021-11-16","07:30 (ET)","GSW@BKN","Brooklyn Nets","Edwards, Kessler","Available","G League - Two-Way"
"2021-11-16","2021-11-16","07:30 (ET)","GSW@BKN","Brooklyn Nets","Harris, Joe","Out","Injury/Illness - Left Ankle; Sprain"
"2021-11-16","2021-11-16","07:30 (ET)","GSW@BKN","Brooklyn Nets","Irving, Kyrie","Out","Ineligible To Play"
"2021-11-16","2021-11-16","07:30 (ET)","GSW@BKN","Brooklyn Nets","Millsap, Paul","Out","Personal Reasons"
"2021-11-16","2021-11-16","07:30 (ET)","GSW@BKN","Golden State Warriors","Payton II, Gary","Available","Injury/Illness - Left Knee; Contusion"
"2021-11-16","2021-11-16","07:30 (ET)","GSW@BKN","Golden State Warriors","Thompson, Klay","Out","Injury/Illness - Right Achilles Tendon; Injury Recovery"
"2021-11-16","2021-11-16","07:30 (ET)","GSW@BKN","Golden State Warriors","Wiseman, James","Out","Injury/Illness - Right Knee; Injury Recovery"
"2021-11-16","2021-11-16","10:00 (ET)","PHI@UTA","Philadelphia 76ers","Embiid, Joel","Out","Health and Safety Protocols"
"2021-11-16","2021-11-16","10:00 (ET)","PHI@UTA","Philadelphia 76ers","Green, Danny","Out","Injury/Illness - Left Hamstring; Tightness"
"2021-11-16","2021-11-16","10:00 (ET)","PHI@UTA","Philadelphia 76ers","Riller, Grant","Out","Injury/Illness - Left Knee; Injury recovery"
"2021-11-16","2021-11-16","10:00 (ET)","PHI@UTA","Philadelphia 76ers","Simmons, Ben","Out","Personal Reasons"
"2021-11-16","2021-11-16","10:00 (ET)","PHI@UTA","Philadelphia 76ers","Thybulle, Matisse","Out","Health and Safety Protocols"
