"reportDate","gameDate","gameTime","gameMatchup","teamName","playerName","playerStatus","playerReason"
"2021-10-15","2021-10-15","06:30 (ET)","BOS@MIA","Boston Celtics","Brown, Jaylen","Out","Health and Safety Protocols"
"2021-10-15","2021-10-15","06:30 (ET)","BOS@MIA","Boston Celtics","Horford, Al","Out","Health and Safety Protocols"
"2021-10-15","2021-10-15","06:30 (ET)","BOS@MIA","Boston Celtics","Pritchard, Payton","Out","Injury/Illness - Nasal; Fracture"
"2021-10-15","2021-10-15","06:30 (ET)","BOS@MIA","Boston Celtics","Smart, Marcus","Out","Team Suspension"
"2021-10-15","2021-10-15","06:30 (ET)","BOS@MIA","Miami Heat","Garrett, Marcus","Available","Injury/Illness - Lower Back; Spasms"
"2021-10-15","2021-10-15","06:30 (ET)","BOS@MIA","Miami Heat","Oladipo, Victor","Out","Injury/Illness - Right Knee; Surgery Rehabilitation"
"2021-10-15","2021-10-15","06:30 (ET)","BOS@MIA","Miami Heat","Smith, Dru","Out","Injury/Illness - Right Knee; Soreness"
"2021-10-15","2021-10-15","07:00 (ET)","CLE@IND","Cleveland Cavaliers","Osman, Cedi","Available","Injury/Illness - Low Back; Soreness"
"2021-10-15","2021-10-15","07:00 (ET)","CLE@IND","Cleveland Cavaliers","Windler, Dylan","Out","Injury/Illness - Right Hip; Soreness"
"2021-10-15","2021-10-15","07:00 (ET)","CLE@IND","Indiana Pacers","Brogdon, Malcolm","Out","Injury/Illness - Left AC; Sprain, Grade 1"
"2021-10-15","2021-10-15","07:00 (ET)","CLE@IND","Indiana Pacers","Holiday, Justin","Out","Injury/Illness - Left Ankle; Sprain"
"2021-10-15","2021-10-15","07:00 (ET)","CLE@IND","Indiana Pacers","Lamb, Jeremy","Out","Injury/Illness - Right Wrist; Sore"
"2021-10-15","2021-10-15","07:00 (ET)","CLE@IND","Indiana Pacers","LeVert, Caris","Out","Injury/Illness - Back; Sore Lower Back"
"2021-10-15","2021-10-15","07:00 (ET)","CLE@IND","Indiana Pacers","Martin, Kelan","Out","Injury/Illness - Left Hamstring; Strain"
"2021-10-15","2021-10-15","07:00 (ET)","CLE@IND","Indiana Pacers","Warren, T.J.","Out","Injury/Illness - Left Navicular; Fracture"
"2021-10-15","2021-10-15","07:00 (ET)","PHI@DET","Detroit Pistons","Bey, Saddiq","Out","Injury/Illness - Left Ankle; Sprain"
"2021-10-15","2021-10-15","07:00 (ET)","PHI@DET","Detroit Pistons","Cunningham, Cade","Out","Injury/Illness - Right Ankle; Sprain"
"2021-10-15","2021-10-15","07:00 (ET)","PHI@DET","Detroit Pistons","Cunningham, Jared","Out","Injury/Illness - Right Hamstring; Strain"
"2021-10-15","2021-10-15","07:00 (ET)","PHI@DET","Detroit Pistons","Hayes, Killian","Out","Injury/Illness - Head; Concussion"
"2021-10-15","2021-10-15","07:00 (ET)","PHI@DET","Detroit Pistons","Livers, Isaiah","Out","Injury/Illness - Right Foot; Surgery"
"2021-10-15","2021-10-15","07:00 (ET)","PHI@DET","Detroit Pistons","McGruder, Rodney","Available","Injury/Illness - Left Hip; Strain"
"2021-10-15","2021-10-15","07:00 (ET)","PHI@DET","Detroit Pistons","Smith, Chris","Out","Injury/Illness - Left Knee; Surgery"
"2021-10-15","2021-10-15","07:00 (ET)","PHI@DET","Detroit Pistons","Stanley, Cassius","Out","Injury/Illness - Right Knee; Soreness"
"2021-10-15","2021-10-15","07:00 (ET)","PHI@DET","Detroit Pistons","Walton Jr., Derrick","Out","Injury/Illness - Right Head; Migraine"
"2021-10-15","2021-10-15","07:00 (ET)","PHI@DET","Philadelphia 76ers","Embiid, Joel","Out","Rest"
"2021-10-15","2021-10-15","07:00 (ET)","PHI@DET","Philadelphia 76ers","Green, Danny","Out","Rest"
"2021-10-15","2021-10-15","07:00 (ET)","PHI@DET","Philadelphia 76ers","Harris, Tobias","Out","Injury/Illness - Right Knee; Soreness"
"2021-10-15","2021-10-15","07:00 (ET)","PHI@DET","Philadelphia 76ers","Milton, Shake","Out","Injury/Illness - Right Ankle; Sprain"
"2021-10-15","2021-10-15","07:00 (ET)","PHI@DET","Philadelphia 76ers","Riller, Grant","Out","Injury/Illness - Left Knee; Surgery"
"2021-10-15","2021-10-15","07:00 (ET)","PHI@DET","Philadelphia 76ers","Simmons, Ben","Out","Return to Competition Reconditioning"
"2021-10-15","2021-10-15","07:00 (ET)","PHI@DET","Philadelphia 76ers","Thybulle, Matisse","Out","Injury/Illness - Right Shoulder; Soreness"
"2021-10-15","2021-10-15","07:30 (ET)","WAS@NYK","New York Knicks","Burks, Alec","Out","Rest"
"2021-10-15","2021-10-15","07:30 (ET)","WAS@NYK","New York Knicks","Noel, Nerlens","Out","Injury/Illness - Left Knee; sore"
"2021-10-15","2021-10-15","07:30 (ET)","WAS@NYK","New York Knicks","Robinson, Mitchell","Available","Injury/Illness - Right Foot; sore"
"2021-10-15","2021-10-15","07:30 (ET)","WAS@NYK","Washington Wizards","Bryant, Thomas","Out","Injury/Illness - Left Knee; Left ACL injury"
"2021-10-15","2021-10-15","07:30 (ET)","WAS@NYK","Washington Wizards","Hachimura, Rui","Out","Personal Reasons"
"2021-10-15","2021-10-15","07:30 (ET)","WAS@NYK","Washington Wizards","Winston, Cassius","Out","Injury/Illness - Left Hamstring; Left hamstring strain"
"2021-10-15","2021-10-15","08:00 (ET)","DAL@MIL","Dallas Mavericks","Bullock, Reggie","Out","Not With Team"
"2021-10-15","2021-10-15","08:00 (ET)","DAL@MIL","Dallas Mavericks","Doncic, Luka","Out","Rest"
"2021-10-15","2021-10-15","08:00 (ET)","DAL@MIL","Dallas Mavericks","Hardaway Jr., Tim","Out","Rest"
"2021-10-15","2021-10-15","08:00 (ET)","DAL@MIL","Dallas Mavericks","Porzingis, Kristaps","Out","Rest"
"2021-10-15","2021-10-15","08:00 (ET)","DAL@MIL","Dallas Mavericks","Terry, Tyrell","Out","Not With Team"
"2021-10-15","2021-10-15","08:00 (ET)","DAL@MIL","Milwaukee Bucks","DiVincenzo, Donte","Out","Injury/Illness - Left Ankle; Reconstruction surgery"
"2021-10-15","2021-10-15","08:00 (ET)","DAL@MIL","Milwaukee Bucks","Hood, Rodney","Out","Injury/Illness - Right Foot; Soreness"
"2021-10-15","2021-10-15","08:00 (ET)","DAL@MIL","Milwaukee Bucks","Middleton, Khris","Out","Personal Reasons"
"2021-10-15","2021-10-15","08:00 (ET)","DAL@MIL","Milwaukee Bucks","Ojeleye, Semi","Out","Injury/Illness - Left Calf; Strain"
"2021-10-15","2021-10-15","08:00 (ET)","DAL@MIL","Milwaukee Bucks","Portis, Bobby","Out","Injury/Illness - Left Hamstring; Strain"
"2021-10-15","2021-10-15","08:00 (ET)","MEM@CHI","Chicago Bulls","Bradley, Tony","Available","-"
"2021-10-15","2021-10-15","08:00 (ET)","MEM@CHI","Chicago Bulls","White, Coby","Out","Injury/Illness - Left Shoulder; Surgery"
"2021-10-15","2021-10-15","08:00 (ET)","MEM@CHI","Chicago Bulls","Williams, Patrick","Available","-"
"2021-10-15","2021-10-15","08:00 (ET)","MEM@CHI","Memphis Grizzlies","Brooks, Dillon","Out","Injury/Illness - Left Hand; Fracture Recovery"
"2021-10-15","2021-10-15","08:00 (ET)","MEM@CHI","Memphis Grizzlies","Caver, Ahmad","Out","Not With Team"
"2021-10-15","2021-10-15","08:00 (ET)","MEM@CHI","Memphis Grizzlies","Dunn, Kris","Out","Injury/Illness - Dental; Procedure"
"2021-10-15","2021-10-15","08:30 (ET)","HOU@SAS","Houston Rockets","Gordon, Eric","Out","Injury/Illness - Left Ankle; Soreness"
"2021-10-15","2021-10-15","08:30 (ET)","HOU@SAS","Houston Rockets","Theis, Daniel","Out","Rest"
"2021-10-15","2021-10-15","08:30 (ET)","HOU@SAS","San Antonio Spurs","Aminu, Al-Farouq","Out","Injury/Illness -  ; Upper Respiratory Infection"
"2021-10-15","2021-10-15","08:30 (ET)","HOU@SAS","San Antonio Spurs","Collins, Zach","Out","Injury/Illness - Left Ankle; Stress Fracture Surgery"
"2021-10-15","2021-10-15","08:30 (ET)","HOU@SAS","San Antonio Spurs","Jones, Tre","Out","Injury/Illness - Left Ankle; Sprain"
"2021-10-15","2021-10-15","08:30 (ET)","HOU@SAS","San Antonio Spurs","Landale, Jock","Out","Injury/Illness -  ; Concussion Protocol"
"2021-10-15","2021-10-15","08:30 (ET)","HOU@SAS","San Antonio Spurs","Walker IV, Lonnie","Available","Injury/Illness - Left Quad; Contusion"
"2021-10-15","2021-10-15","10:00 (ET)","POR@GSW","Golden State Warriors","Kuminga, Jonathan","Out","Injury/Illness - Right Knee; Patellar Tendon Strain"
"2021-10-15","2021-10-15","10:00 (ET)","POR@GSW","Golden State Warriors","Thompson, Klay","Out","Injury/Illness - Right Achilles Tendon; Repair"
"2021-10-15","2021-10-15","10:00 (ET)","POR@GSW","Golden State Warriors","Wiseman, James","Out","Injury/Illness - Right Knee; Meniscus Tear"
"2021-10-15","2021-10-15","10:00 (ET)","POR@GSW","Portland Trail Blazers","Lillard, Damian","Out","Rest"
"2021-10-15","2021-10-15","10:00 (ET)","POR@GSW","Portland Trail Blazers","Little, Nassir","Out","Injury/Illness - Left Hamstring; Strain"
"2021-10-15","2021-10-15","10:00 (ET)","POR@GSW","Portland Trail Blazers","Nance Jr., Larry","Out","Injury/Illness - Right Knee; Soreness"
"2021-10-15","2021-10-15","10:00 (ET)","POR@GSW","Portland Trail Blazers","Simons, Anfernee","Out","Injury/Illness - Right Thumb; Sprain"
