"reportDate","gameDate","gameTime","gameMatchup","teamName","playerName","playerStatus","playerReason"
"2021-11-04","2021-11-04","07:00 (ET)","PHI@DET","Detroit Pistons","Lee, Saben","Available","-"
"2021-11-04","2021-11-04","07:00 (ET)","PHI@DET","Detroit Pistons","Livers, Isaiah","Out","Injury/Illness - Right Foot; Injury recovery"
"2021-11-04","2021-11-04","07:00 (ET)","PHI@DET","Detroit Pistons","Smith, Chris","Out","Injury/Illness - Left Knee; Injury recovery"
"2021-11-04","2021-11-04","07:00 (ET)","PHI@DET","Philadelphia 76ers","Embiid, Joel","Available","Injury/Illness - Right Knee; Injury recovery"
"2021-11-04","2021-11-04","07:00 (ET)","PHI@DET","Philadelphia 76ers","Green, Danny","Out","Injury/Illness - Left Hamstring; Tightness"
"2021-11-04","2021-11-04","07:00 (ET)","PHI@DET","Philadelphia 76ers","Harris, Tobias","Out","Health and Safety Protocols"
"2021-11-04","2021-11-04","07:00 (ET)","PHI@DET","Philadelphia 76ers","Henry, Aaron","Out","G League - Two-Way"
"2021-11-04","2021-11-04","07:00 (ET)","PHI@DET","Philadelphia 76ers","Joe, Isaiah","Out","Health and Safety Protocols"
"2021-11-04","2021-11-04","07:00 (ET)","PHI@DET","Philadelphia 76ers","Korkmaz, Furkan","Out","Injury/Illness - Right N/a; Wrist soreness"
"2021-11-04","2021-11-04","07:00 (ET)","PHI@DET","Philadelphia 76ers","Riller, Grant","Out","Injury/Illness - Left Knee; Injury recovery"
"2021-11-04","2021-11-04","07:00 (ET)","PHI@DET","Philadelphia 76ers","Simmons, Ben","Out","Personal Reasons"
"2021-11-04","2021-11-04","07:00 (ET)","PHI@DET","Philadelphia 76ers","Springer, Jaden","Out","G League - On Assignment"
"2021-11-04","2021-11-04","07:30 (ET)","BOS@MIA","Boston Celtics","Hauser, Sam","Out","G League - Two-Way"
"2021-11-04","2021-11-04","07:30 (ET)","BOS@MIA","Boston Celtics","Pritchard, Payton","Available","Injury/Illness - Nasal Fracture; Face Mask"
"2021-11-04","2021-11-04","07:30 (ET)","BOS@MIA","Boston Celtics","Richardson, Josh","Questionable","Injury/Illness - Left Foot; Contusion"
"2021-11-04","2021-11-04","07:30 (ET)","BOS@MIA","Boston Celtics","Thomas, Brodric","Out","G League - Two-Way"
"2021-11-04","2021-11-04","07:30 (ET)","BOS@MIA","Miami Heat","Garrett, Marcus","Out","G League - Two-Way"
"2021-11-04","2021-11-04","07:30 (ET)","BOS@MIA","Miami Heat","Okpala, KZ","Out","Injury/Illness - Right Ankle; Sprain"
"2021-11-04","2021-11-04","07:30 (ET)","BOS@MIA","Miami Heat","Oladipo, Victor","Out","Injury/Illness - Right Knee; Injury recovery"
"2021-11-04","2021-11-04","07:30 (ET)","BOS@MIA","Miami Heat","Strus, Max","Out","Injury/Illness - Left Knee; Sprain"
"2021-11-04","2021-11-04","07:30 (ET)","UTA@ATL","Atlanta Hawks","Bogdanovic, Bogdan","Available","Injury/Illness - Right Ankle; Soreness"
"2021-11-04","2021-11-04","07:30 (ET)","UTA@ATL","Atlanta Hawks","Collins, John","Available","Injury/Illness - Left Foot; Strain"
"2021-11-04","2021-11-04","07:30 (ET)","UTA@ATL","Atlanta Hawks","Okongwu, Onyeka","Out","Injury/Illness - Right Shoulder; Injury Recovery"
"2021-11-04","2021-11-04","07:30 (ET)","UTA@ATL","Utah Jazz","Azubuike, Udoka","Out","G League - On Assignment"
"2021-11-04","2021-11-04","07:30 (ET)","UTA@ATL","Utah Jazz","Butler, Jared","Probable","Injury/Illness - N/a; Non-COVID related illness"
"2021-11-04","2021-11-04","07:30 (ET)","UTA@ATL","Utah Jazz","Gay, Rudy","Out","Injury/Illness - Right Heel; Injury recovery"
"2021-11-04","2021-11-04","07:30 (ET)","UTA@ATL","Utah Jazz","Mitchell, Donovan","Questionable","Injury/Illness - Right Ankle; Sprain"
"2021-11-04","2021-11-04","07:30 (ET)","UTA@ATL","Utah Jazz","O'Neale, Royce","Questionable","Injury/Illness - Right Ankle; Sprain"
"2021-11-04","2021-11-04","07:30 (ET)","UTA@ATL","Utah Jazz","Whiteside, Hassan","Probable","Injury/Illness - Left Ankle; Sprain"
"2021-11-04","2021-11-04","10:00 (ET)","HOU@PHX","Houston Rockets","House Jr., Danuel","Out","Injury/Illness - Right Foot; Sprain"
"2021-11-04","2021-11-04","10:00 (ET)","HOU@PHX","Houston Rockets","Mathews, Garrison","Out","G League - Two-Way"
"2021-11-04","2021-11-04","10:00 (ET)","HOU@PHX","Houston Rockets","Nix, Daishen","Out","G League - Two-Way"
"2021-11-04","2021-11-04","10:00 (ET)","HOU@PHX","Houston Rockets","Theis, Daniel","Questionable","Injury/Illness - Right Great Toe; Soreness"
"2021-11-04","2021-11-04","10:00 (ET)","HOU@PHX","Phoenix Suns","Ayton, Deandre","Questionable","Injury/Illness - Right Lower Leg; Contusion"
"2021-11-04","2021-11-04","10:00 (ET)","HOU@PHX","Phoenix Suns","Payne, Cameron","Questionable","Injury/Illness - Right Hamstring; Strain"
"2021-11-04","2021-11-04","10:00 (ET)","HOU@PHX","Phoenix Suns","Saric, Dario","Out","Injury/Illness - Right Acl; Tear"
"2021-11-04","2021-11-04","10:30 (ET)","OKC@LAL","Los Angeles Lakers","Ariza, Trevor","Out","Injury/Illness - Right Ankle; Injury recovery"
"2021-11-04","2021-11-04","10:30 (ET)","OKC@LAL","Los Angeles Lakers","Davis, Anthony","Probable","Injury/Illness - Left Ankle; Soreness"
"2021-11-04","2021-11-04","10:30 (ET)","OKC@LAL","Los Angeles Lakers","Doumbouya, Sekou","Questionable","G League - Two-Way"
"2021-11-04","2021-11-04","10:30 (ET)","OKC@LAL","Los Angeles Lakers","Ellington, Wayne","Probable","Injury/Illness - Left Hamstring; Strain"
"2021-11-04","2021-11-04","10:30 (ET)","OKC@LAL","Los Angeles Lakers","Horton-Tucker, Talen","Out","Injury/Illness - Right Thumb; Injury recovery"
"2021-11-04","2021-11-04","10:30 (ET)","OKC@LAL","Los Angeles Lakers","Howard, Dwight","Probable","Injury/Illness - Neck; Stiffness"
"2021-11-04","2021-11-04","10:30 (ET)","OKC@LAL","Los Angeles Lakers","Huff, Jay","Questionable","G League - Two-Way"
"2021-11-04","2021-11-04","10:30 (ET)","OKC@LAL","Los Angeles Lakers","James, LeBron","Out","Injury/Illness - Rectus Abdominis; Strain"
"2021-11-04","2021-11-04","10:30 (ET)","OKC@LAL","Los Angeles Lakers","Nunn, Kendrick","Out","Injury/Illness - Right Knee; Bone bruise"
"2021-11-04","2021-11-04","10:30 (ET)","OKC@LAL","Oklahoma City Thunder","Deck, Gabriel","Questionable","Injury/Illness - Left Heel; Contusion"
"2021-11-04","2021-11-04","10:30 (ET)","OKC@LAL","Oklahoma City Thunder","Dort, Luguentz","Questionable","Injury/Illness - Right Shoulder; Contusion"
"2021-11-04","2021-11-04","10:30 (ET)","OKC@LAL","Oklahoma City Thunder","Krejci, Vit","Out","G League - On Assignment"
"2021-11-04","2021-11-04","10:30 (ET)","OKC@LAL","Oklahoma City Thunder","Mann, Tre","Out","G League - On Assignment"
"2021-11-04","2021-11-04","10:30 (ET)","OKC@LAL","Oklahoma City Thunder","Watson, Paul","Out","G League - Two-Way"
"2021-11-04","2021-11-04","10:30 (ET)","OKC@LAL","Oklahoma City Thunder","Wiggins, Aaron","Out","G League - Two-Way"
"2021-11-04","2021-11-05","07:00 (ET)","BKN@DET","Brooklyn Nets","Claxton, Nic","Out","Injury/Illness - N/a; Illness (Non-Covid)"
"2021-11-04","2021-11-05","07:00 (ET)","BKN@DET","Brooklyn Nets","Duke Jr., David","Out","G League - Two-Way"
"2021-11-04","2021-11-05","07:00 (ET)","BKN@DET","Brooklyn Nets","Edwards, Kessler","Out","G League - Two-Way"
"2021-11-04","2021-11-05","07:00 (ET)","BKN@DET","Brooklyn Nets","Irving, Kyrie","Out","Not With Team"
"2021-11-04","2021-11-05","07:00 (ET)","BKN@DET","Brooklyn Nets","Sharpe, Day'Ron","Out","G League - On Assignment"
"2021-11-04","2021-11-05","07:00 (ET)","BKN@DET","Brooklyn Nets","Thomas, Cam","Out","G League - On Assignment"
